,covid-555-1_NonVent,covid-555-2_Vent,covid-556_NonVent,covid-557_Vent,covid-558_Vent,covid-559_NonVent,covid-560_Vent,covid-561_NonVent
ZC3H15,866,1415,486,2249,933,726,406,714
ZC3H18,556,1119,394,1864,773,644,338,425
ZC3H3,93,140,56,177,128,103,47,104
ZC3H4,391,755,253,946,494,476,294,335
ZC3H6,253,499,181,752,183,210,233,247
ZC3H7A,631,1174,374,1372,652,526,309,606
ZC3H7B,277,469,152,617,382,288,149,279
ZC3H8,82,166,105,422,100,142,63,63
ZC3HAV1,1646,2610,1144,6255,1766,1804,1136,1390
ZC3HAV1L,7,16,4,14,13,14,7,6
ZC3HC1,59,121,25,164,92,53,36,30
ZC4H2,29,47,19,87,43,33,17,24
ZCCHC10,141,373,79,399,157,163,108,157
ZCCHC11,515,982,505,2018,596,582,344,373
ZCCHC12,0,3,1,3,0,1,1,3
ZCCHC13,1,2,0,1,0,1,2,0
ZCCHC14,148,219,85,300,87,176,74,127
ZCCHC16,1,0,0,1,1,1,0,1
ZCCHC17,176,482,124,707,295,224,162,288
ZCCHC18,8,22,10,44,10,7,2,7
ZCCHC2,1355,977,264,1372,566,1054,581,311
ZCCHC24,85,235,10,41,38,43,38,84
ZCCHC3,159,299,83,335,192,148,87,163
ZCCHC4,29,93,32,129,54,53,23,22
ZCCHC5,0,0,0,2,1,2,0,2
ZCCHC6,1201,2272,514,2592,1097,901,745,1164
ZCCHC7,268,478,215,833,231,208,140,257
ZCCHC8,314,516,166,783,323,297,172,190
ZCCHC9,141,295,73,504,181,166,116,147
ZCRB1,293,595,181,913,388,254,194,354
ZCWPW1,37,71,53,137,47,41,29,42
ZCWPW2,10,12,2,15,7,3,8,7
ZDBF2,42,107,69,300,60,53,38,31
ZDHHC1,11,3,0,7,5,0,2,12
ZDHHC11,8,14,6,24,22,7,4,6
ZDHHC11B,2,2,2,7,2,5,0,4
ZDHHC12,53,102,21,121,78,47,31,45
ZDHHC13,71,226,66,279,153,93,48,66
ZDHHC14,64,109,35,150,36,83,33,81
ZDHHC15,2,6,1,11,4,4,3,1
ZDHHC16,116,312,61,428,286,145,79,97
ZDHHC17,305,608,167,853,326,293,166,316
ZDHHC18,226,377,102,518,211,188,150,213
ZDHHC19,3,7,0,13,3,1,15,2
ZDHHC2,274,623,184,725,337,202,156,313
ZDHHC20,436,802,172,992,467,266,212,410
ZDHHC20-IT1,3,1,0,4,2,0,1,3
ZDHHC21,115,276,103,359,157,107,65,85
ZDHHC22,0,1,1,2,1,1,0,2
ZDHHC23,25,53,29,61,39,9,13,20
ZDHHC24,144,221,72,256,140,78,65,87
ZDHHC3,536,926,221,1195,519,390,338,537
ZDHHC4,50,100,26,117,90,61,33,57
ZDHHC5,519,1090,201,1112,667,529,285,461
ZDHHC6,307,618,168,838,411,285,163,227
ZDHHC7,708,1398,192,1053,622,379,342,1101
ZDHHC8,59,107,38,124,50,35,16,51
ZDHHC9,48,84,16,74,52,34,24,42
ZEB1,153,266,153,764,209,251,112,82
ZEB1-AS1,11,30,14,43,27,13,7,14
ZEB2,2187,3324,671,3236,1523,1298,1318,2593
ZEB2-AS1,71,80,21,59,28,35,51,130
ZER1,122,219,60,250,119,101,153,130
ZFAND1,116,287,93,349,170,216,70,159
ZFAND2A,293,311,128,597,166,161,79,215
ZFAND2B,289,502,192,815,279,238,193,391
ZFAND3,345,655,170,538,373,314,194,489
ZFAND4,74,181,67,237,99,87,53,57
ZFAND5,1997,3592,612,3566,1628,1288,1168,2710
ZFAND6,462,1104,171,1149,647,413,318,542
ZFAS1,848,1493,459,2251,601,860,599,1458
ZFAT,76,170,26,141,99,66,53,56
ZFC3H1,679,1240,496,2257,685,527,403,649
ZFHX2,8,4,0,12,5,11,2,10
ZFHX3,412,592,90,496,211,195,163,623
ZFHX4,12,22,3,15,18,9,11,39
ZFHX4-AS1,2,1,0,3,1,0,1,4
ZFP1,60,121,39,243,65,51,28,33
ZFP14,36,95,22,131,39,51,24,53
ZFP2,7,15,2,22,6,8,1,10
ZFP28,12,31,16,57,18,15,10,16
ZFP3,33,107,47,119,46,71,19,19
ZFP30,22,44,20,109,17,33,18,25
ZFP36,2144,2345,713,2675,1116,954,1202,5604
ZFP36L1,1317,2150,742,2894,656,797,469,2016
ZFP36L2,3571,5236,1547,4251,1213,1974,1206,2663
ZFP37,15,25,6,31,4,12,8,6
ZFP41,27,49,19,94,34,45,19,21
ZFP42,2,5,1,0,4,1,2,5
ZFP57,2,1,7,161,21,30,1,1
ZFP62,77,224,66,351,153,120,61,55
ZFP64,91,215,53,190,176,99,57,62
ZFP69,58,139,31,128,60,54,52,40
ZFP69B,9,17,10,45,33,16,9,7
ZFP82,40,79,30,106,42,44,26,36
ZFP90,175,344,138,728,225,163,135,158
ZFP91,615,1091,350,1587,642,458,358,627
ZFP92,0,4,0,4,0,2,3,4
ZFPL1,17,33,9,29,14,16,19,20
ZFPM1,49,71,25,126,46,43,18,28
ZFPM2,2,4,1,0,2,3,2,6
ZFR,783,1518,406,2612,998,725,565,775
ZFR2,7,4,2,11,1,2,1,11
ZFX,295,527,185,731,342,291,161,242
ZFY,141,270,85,505,164,142,64,111
ZFY-AS1,3,1,1,1,0,2,0,3
ZFYVE1,114,228,65,260,152,119,94,96
ZFYVE16,199,520,111,542,238,214,133,246
ZFYVE19,126,260,56,355,158,135,69,107
ZFYVE20,257,412,143,543,258,184,140,226
ZFYVE21,73,141,36,167,74,58,57,102
ZFYVE26,228,384,81,266,300,207,131,148
ZFYVE27,81,223,53,299,123,114,66,98
ZFYVE28,108,146,47,280,55,84,44,36
ZFYVE9,13,25,16,72,11,37,12,12
ZG16,2,8,3,5,4,2,3,7
ZG16B,9,10,0,4,7,1,6,14
ZGLP1,26,24,7,46,22,11,7,23
ZGPAT,36,68,21,137,52,46,23,46
ZHX1,387,693,200,977,321,307,186,408
ZHX1-C8ORF76,6,11,3,15,2,6,10,3
ZHX2,186,338,134,531,322,257,67,131
ZHX3,97,229,115,283,104,83,70,93
ZIC1,6,4,1,5,5,5,7,13
ZIC2,2,3,1,2,1,2,1,4
ZIC3,3,2,0,1,2,0,0,2
ZIC4,12,7,3,9,9,6,8,20
ZIC5,5,3,1,3,2,1,3,4
ZIK1,9,32,22,64,29,39,17,22
ZIM2,4,5,6,4,1,3,1,7
ZIM3,3,2,1,4,3,0,3,3
ZKSCAN1,696,1801,488,2670,1029,766,562,734
ZKSCAN2,62,100,43,100,52,54,22,64
ZKSCAN3,20,82,27,94,68,38,16,31
ZKSCAN4,21,112,19,72,57,34,10,11
ZKSCAN5,115,276,55,298,194,148,79,90
ZKSCAN7,7,32,8,62,15,13,4,12
ZKSCAN8,92,250,82,376,134,137,56,60
ZMAT1,131,150,140,360,76,114,44,107
ZMAT2,643,1320,297,1906,692,538,683,718
ZMAT3,266,591,173,932,272,327,118,354
ZMAT4,22,9,0,21,8,7,8,10
ZMAT5,20,41,13,74,26,28,32,40
ZMIZ1,697,1051,174,988,613,425,312,797
ZMIZ1-AS1,3,4,0,7,6,2,0,3
ZMIZ2,229,432,164,518,248,236,117,203
ZMPSTE24,380,891,181,1027,619,372,230,243
ZMYM1,79,179,49,332,80,73,45,45
ZMYM2,646,1018,406,1390,551,456,268,556
ZMYM3,89,235,68,251,182,146,47,139
ZMYM4,442,803,213,962,524,405,261,433
ZMYM5,159,370,117,515,167,225,133,173
ZMYM6,137,288,84,327,128,113,88,193
ZMYND10,11,9,13,28,15,9,3,8
ZMYND11,453,858,375,1684,582,517,197,330
ZMYND12,5,11,2,5,8,1,2,4
ZMYND15,10,9,1,7,4,3,4,21
ZMYND19,56,133,21,208,81,53,23,67
ZMYND8,615,981,413,1588,570,694,347,364
ZNF10,19,28,13,66,21,15,11,17
ZNF100,59,222,26,145,113,123,71,52
ZNF101,315,649,372,1645,393,360,244,178
ZNF106,2541,4367,935,5008,2013,1387,1444,3478
ZNF107,183,437,159,702,196,209,137,88
ZNF112,4,2,0,5,4,2,1,3
ZNF114,15,12,0,11,11,11,4,18
ZNF117,129,191,72,221,70,69,39,122
ZNF12,148,306,113,472,169,169,87,97
ZNF121,137,330,130,524,204,206,85,99
ZNF124,97,158,42,300,103,77,75,117
ZNF131,308,622,210,1171,334,324,182,255
ZNF132,13,23,10,38,11,13,8,7
ZNF133,49,70,24,89,46,77,22,34
ZNF134,61,124,43,193,90,85,41,51
ZNF135,4,15,4,13,13,3,7,17
ZNF136,102,166,53,251,82,105,48,80
ZNF138,55,118,70,278,71,95,40,43
ZNF14,47,70,80,198,30,55,31,43
ZNF140,57,152,40,186,91,66,48,42
ZNF141,60,162,42,314,79,116,40,58
ZNF142,103,227,72,253,179,132,95,85
ZNF143,220,596,124,834,310,199,163,249
ZNF146,386,1078,183,1379,603,522,266,335
ZNF148,767,1381,432,2328,725,756,470,644
ZNF154,23,47,39,83,57,15,18,19
ZNF155,14,31,8,17,12,21,11,14
ZNF157,2,6,1,4,1,2,1,3
ZNF16,43,75,18,53,26,36,17,27
ZNF160,241,528,151,604,281,259,154,178
ZNF165,5,11,5,24,4,1,5,5
ZNF169,51,78,41,117,29,24,18,62
ZNF17,20,48,8,56,28,21,14,23
ZNF174,38,128,12,119,73,46,21,26
ZNF175,35,76,26,129,52,73,28,24
ZNF18,45,63,26,91,64,37,33,48
ZNF180,55,161,37,187,87,69,29,49
ZNF181,37,164,37,319,59,93,31,36
ZNF182,78,183,51,333,71,88,67,49
ZNF184,66,203,31,287,119,57,44,41
ZNF185,235,300,44,141,129,121,65,353
ZNF189,58,156,19,181,78,82,38,32
ZNF19,8,14,10,22,12,5,9,13
ZNF195,158,311,98,460,171,190,105,123
ZNF197,116,288,90,412,173,206,80,76
ZNF197-AS1,1,0,1,0,2,3,0,0
ZNF2,14,70,8,38,55,27,13,22
ZNF20,6,12,3,14,4,3,1,6
ZNF200,52,133,22,152,84,71,50,33
ZNF202,60,133,47,186,113,90,25,47
ZNF205,12,12,0,7,1,6,3,6
ZNF205-AS1,6,14,6,13,2,4,1,8
ZNF207,1052,1759,591,2890,928,901,681,1022
ZNF208,5,18,28,34,14,15,12,18
ZNF211,66,127,37,139,80,73,30,78
ZNF212,58,115,29,121,54,47,32,32
ZNF213,57,102,19,110,52,21,47,35
ZNF214,3,3,0,3,5,1,2,3
ZNF215,6,37,10,62,73,7,7,13
ZNF217,664,2242,441,2291,1064,1047,563,589
ZNF219,7,10,3,26,7,10,11,22
ZNF22,267,553,186,935,330,294,152,155
ZNF221,9,21,2,22,12,17,2,6
ZNF222,10,31,5,23,14,13,8,11
ZNF223,7,31,5,17,9,23,7,17
ZNF224,30,35,22,64,17,24,24,14
ZNF225,13,49,9,38,22,29,14,18
ZNF226,95,172,54,210,90,111,75,96
ZNF227,49,146,23,142,54,62,37,41
ZNF229,2,4,4,5,5,1,1,6
ZNF23,7,9,8,21,5,4,3,7
ZNF230,25,75,10,75,35,30,21,30
ZNF232,17,78,13,110,31,33,11,16
ZNF233,14,13,6,20,4,8,9,15
ZNF234,22,118,20,132,45,49,28,21
ZNF235,24,51,19,56,23,32,16,12
ZNF236,216,340,117,507,195,160,111,157
ZNF239,10,21,8,22,9,5,3,4
ZNF24,849,1700,471,2680,772,790,460,682
ZNF248,43,117,25,234,93,47,19,29
ZNF25,170,272,61,348,152,124,76,130
ZNF250,31,50,17,68,26,26,18,39
ZNF251,70,130,57,169,70,81,21,47
ZNF252P-AS1,1,5,5,8,2,1,6,9
ZNF253,32,128,51,177,52,65,21,30
ZNF254,70,144,55,181,55,65,32,66
ZNF256,19,30,19,61,18,16,13,16
ZNF257,13,26,18,67,23,15,6,15
ZNF259,301,534,179,821,435,316,182,270
ZNF26,108,141,50,199,97,89,55,72
ZNF260,48,182,27,230,93,89,48,44
ZNF263,186,467,112,536,260,252,134,186
ZNF264,77,179,53,214,124,89,45,72
ZNF266,428,846,189,465,296,412,248,259
ZNF267,321,507,133,698,178,242,212,414
ZNF268,105,219,65,263,141,133,62,66
ZNF273,39,82,42,142,53,55,25,40
ZNF274,128,288,119,407,179,174,81,100
ZNF275,52,151,63,216,148,72,56,60
ZNF276,395,674,289,1230,367,411,222,245
ZNF277,157,296,80,317,133,124,95,196
ZNF28,96,278,32,223,139,81,38,64
ZNF280A,2,2,0,1,0,0,1,3
ZNF280B,28,66,36,116,33,42,16,27
ZNF280C,29,59,24,69,40,19,16,13
ZNF280D,235,499,170,769,306,298,136,244
ZNF281,722,1071,332,1412,513,446,255,578
ZNF282,78,182,34,246,136,121,57,101
ZNF283,18,37,8,56,24,23,12,12
ZNF284,10,20,15,37,14,27,13,19
ZNF285,15,17,4,22,23,5,8,18
ZNF286A,69,179,65,324,97,97,49,49
ZNF286B,30,75,23,72,27,37,24,25
ZNF287,20,53,17,98,22,29,13,10
ZNF292,957,1419,618,2490,715,951,632,724
ZNF295-AS1,6,9,4,9,9,0,1,7
ZNF296,85,96,20,108,69,41,17,56
ZNF3,88,236,74,291,158,124,62,73
ZNF30,11,40,10,107,32,38,11,9
ZNF300,32,37,24,85,22,12,8,30
ZNF302,177,340,176,597,223,221,97,116
ZNF304,14,81,26,89,59,58,27,19
ZNF311,2,4,5,12,5,11,2,5
ZNF317,366,499,187,508,314,234,195,237
ZNF318,742,1297,511,1624,623,460,324,687
ZNF319,144,244,44,194,84,118,46,137
ZNF32,81,111,35,169,51,52,18,56
ZNF32-AS2,3,8,3,13,0,3,0,1
ZNF32-AS3,2,2,2,3,0,0,4,2
ZNF320,67,166,64,179,96,113,28,76
ZNF322,31,121,19,128,68,30,21,34
ZNF324,44,75,35,142,49,42,25,61
ZNF324B,31,46,15,68,58,33,10,18
ZNF326,404,470,290,991,357,349,204,373
ZNF329,62,89,46,162,50,57,20,31
ZNF330,192,457,96,549,229,176,143,233
ZNF331,190,298,119,642,178,175,87,156
ZNF333,196,284,109,308,134,118,76,178
ZNF334,8,4,0,12,20,21,2,4
ZNF335,198,394,137,362,215,160,108,139
ZNF337,11,15,4,49,8,14,7,7
ZNF337-AS1,9,8,2,22,6,4,2,5
ZNF33A,315,757,270,1517,459,364,240,272
ZNF33B,133,348,134,666,204,193,104,143
ZNF34,60,102,27,92,41,39,14,45
ZNF341,44,85,16,104,51,35,19,31
ZNF343,21,71,23,107,44,55,12,26
ZNF345,25,69,29,115,33,28,19,32
ZNF346,56,152,44,173,108,60,60,54
ZNF346-IT1,4,3,0,2,0,2,7,2
ZNF347,25,50,26,94,43,42,18,23
ZNF35,43,94,23,85,53,45,25,43
ZNF350,161,213,80,243,84,132,59,153
ZNF354A,80,272,73,357,112,81,85,125
ZNF354B,81,189,57,356,91,82,42,57
ZNF354C,56,126,66,277,64,96,43,51
ZNF358,21,44,7,38,11,4,5,35
ZNF362,206,288,90,324,112,95,67,170
ZNF365,44,78,22,134,41,34,4,16
ZNF366,28,34,2,20,23,53,8,16
ZNF367,35,80,36,152,60,40,17,15
ZNF37A,350,817,247,1263,466,436,224,204
ZNF382,13,60,17,94,27,27,8,11
ZNF383,32,96,22,125,37,56,25,34
ZNF384,237,443,101,456,299,236,141,202
ZNF385A,244,310,36,147,116,71,117,364
ZNF385B,2,1,2,5,2,0,3,6
ZNF385C,5,4,3,13,8,9,10,6
ZNF385D,7,13,2,32,16,5,2,23
ZNF391,11,18,5,30,19,7,3,8
ZNF394,715,593,395,1138,383,411,296,587
ZNF395,108,244,138,515,125,158,73,208
ZNF396,5,25,5,19,14,11,4,9
ZNF397,81,177,68,296,62,94,46,67
ZNF398,131,229,58,360,170,98,77,85
ZNF404,2,13,2,27,10,13,4,5
ZNF407,350,471,158,754,222,291,180,234
ZNF408,64,83,17,98,43,42,30,41
ZNF41,71,199,55,225,89,110,47,61
ZNF410,18,14,8,30,8,13,5,14
ZNF414,33,53,22,82,21,18,13,39
ZNF415,4,12,3,13,3,8,8,9
ZNF416,14,35,4,24,16,15,12,9
ZNF417,49,123,37,161,67,51,36,46
ZNF418,4,20,2,24,13,13,5,18
ZNF419,19,60,14,82,41,47,23,20
ZNF420,30,105,24,210,53,66,21,30
ZNF423,4,4,3,3,4,1,3,8
ZNF425,5,19,5,36,15,13,3,4
ZNF426,58,121,34,132,68,72,34,38
ZNF428,130,195,63,330,118,91,38,91
ZNF429,54,105,39,98,58,58,45,72
ZNF43,89,209,94,373,127,102,78,92
ZNF430,211,454,133,636,235,201,123,135
ZNF431,108,214,83,324,113,108,64,64
ZNF432,97,147,101,274,83,120,53,74
ZNF433,9,9,3,15,8,14,1,14
ZNF436,19,62,7,66,50,40,23,19
ZNF438,117,249,34,189,107,64,86,125
ZNF439,44,73,43,125,39,40,15,41
ZNF44,146,183,93,384,89,130,79,99
ZNF440,62,86,43,127,55,44,39,54
ZNF441,46,79,42,142,45,84,23,32
ZNF442,6,7,2,19,8,6,3,4
ZNF443,11,30,4,22,15,18,7,4
ZNF444,47,86,25,153,52,58,28,33
ZNF445,188,367,108,499,273,285,143,171
ZNF446,34,53,22,65,34,31,19,30
ZNF449,32,86,23,81,43,41,27,21
ZNF45,59,191,32,192,125,104,48,67
ZNF451,531,898,385,1345,525,461,321,360
ZNF454,3,6,0,6,0,1,3,6
ZNF460,79,204,76,289,210,147,66,74
ZNF461,25,35,25,64,17,23,14,17
ZNF462,18,21,12,44,20,15,13,23
ZNF467,220,432,50,299,100,93,83,340
ZNF468,92,225,39,184,80,84,46,97
ZNF469,17,21,14,21,12,26,6,35
ZNF470,20,49,19,95,29,48,17,19
ZNF471,7,11,1,21,11,14,1,7
ZNF473,54,111,23,161,64,60,29,49
ZNF474,0,2,0,2,0,1,2,2
ZNF479,4,7,6,15,6,6,3,2
ZNF48,32,81,28,173,57,53,24,38
ZNF480,151,380,117,568,219,222,102,198
ZNF483,30,37,20,70,26,22,13,22
ZNF484,77,172,63,256,64,94,36,57
ZNF485,16,48,17,71,14,26,11,6
ZNF486,39,92,30,123,25,47,23,27
ZNF487,67,83,25,87,35,29,40,64
ZNF488,1,2,1,1,6,0,1,4
ZNF490,37,74,17,86,61,51,28,30
ZNF491,4,3,9,21,6,7,0,5
ZNF492,4,9,7,14,8,5,4,10
ZNF493,105,220,156,304,93,137,80,61
ZNF496,163,192,78,234,136,126,66,151
ZNF497,2,7,4,9,9,8,3,6
ZNF500,39,100,31,164,35,37,32,31
ZNF501,6,36,2,41,18,11,10,12
ZNF502,19,37,42,79,17,30,11,21
ZNF503,72,68,16,73,29,29,28,122
ZNF503-AS1,6,1,1,7,3,2,4,11
ZNF503-AS2,3,11,1,10,2,1,4,5
ZNF506,113,230,108,436,110,123,57,87
ZNF507,263,510,257,1109,353,331,186,96
ZNF510,105,230,104,373,132,137,63,50
ZNF511,261,487,110,611,186,167,116,294
ZNF512,112,285,71,439,157,128,88,100
ZNF512B,66,103,81,255,80,118,58,56
ZNF513,92,180,53,176,100,60,50,132
ZNF514,76,140,60,323,98,83,19,93
ZNF516,236,453,90,305,172,125,134,254
ZNF517,41,59,17,81,30,30,21,24
ZNF518A,351,678,189,1204,358,339,258,342
ZNF518B,257,583,185,900,364,276,127,202
ZNF519,26,33,12,76,24,27,13,18
ZNF521,8,8,2,39,19,6,3,20
ZNF524,105,274,46,330,98,78,76,199
ZNF525,106,194,85,383,101,113,26,44
ZNF526,41,109,29,150,77,60,53,34
ZNF527,28,93,16,91,38,58,22,28
ZNF528,43,114,38,68,45,70,28,35
ZNF529,58,111,60,212,63,69,42,58
ZNF530,21,42,13,53,21,14,14,28
ZNF532,113,224,75,224,235,84,43,146
ZNF534,2,10,7,22,6,4,7,5
ZNF536,11,19,5,8,7,7,8,21
ZNF540,7,26,14,81,9,13,6,13
ZNF541,2,3,0,3,1,1,4,2
ZNF543,19,86,13,91,68,60,14,27
ZNF544,66,216,82,354,146,155,37,51
ZNF546,23,57,21,87,41,34,12,19
ZNF547,1,12,1,21,5,8,3,6
ZNF548,57,105,49,152,82,71,24,62
ZNF549,35,79,38,165,65,76,23,39
ZNF550,30,112,53,155,74,73,20,23
ZNF551,59,81,50,208,61,70,37,48
ZNF552,36,93,21,128,44,36,28,26
ZNF554,36,67,20,53,28,18,22,29
ZNF555,34,76,14,96,34,45,22,38
ZNF556,7,4,1,9,2,3,3,6
ZNF557,124,265,81,437,161,161,59,72
ZNF558,73,211,63,226,105,126,47,91
ZNF559,55,162,58,325,82,110,36,63
ZNF560,0,2,0,2,1,1,2,4
ZNF561,102,269,39,282,163,104,53,81
ZNF562,155,295,95,363,201,190,96,151
ZNF563,15,29,8,41,13,14,10,9
ZNF564,18,12,6,23,3,10,2,6
ZNF565,18,35,10,55,29,12,12,15
ZNF566,27,100,26,148,35,52,26,43
ZNF567,55,128,41,224,75,84,53,40
ZNF568,67,136,63,230,78,85,44,54
ZNF569,54,92,32,192,45,62,27,40
ZNF57,23,27,7,25,21,10,9,6
ZNF570,20,54,21,105,25,27,17,10
ZNF571,12,47,22,52,20,25,6,13
ZNF571-AS1,8,9,4,19,5,9,4,10
ZNF572,4,7,2,8,4,2,3,7
ZNF573,42,145,30,200,72,69,41,53
ZNF574,40,85,25,117,40,30,15,23
ZNF575,16,19,11,33,22,15,12,8
ZNF576,31,124,21,143,72,34,35,34
ZNF577,35,54,29,112,49,50,15,56
ZNF578,28,34,11,49,11,19,12,20
ZNF579,13,26,9,30,13,9,3,9
ZNF580,32,63,26,98,31,31,20,53
ZNF581,115,246,50,278,95,82,66,158
ZNF582,16,42,13,40,20,25,7,14
ZNF582-AS1,9,13,7,24,10,8,5,6
ZNF583,36,109,29,179,46,63,24,54
ZNF584,18,41,9,46,19,15,15,17
ZNF585A,43,111,37,147,39,57,17,37
ZNF585B,42,121,37,119,64,63,34,37
ZNF586,66,203,38,170,152,84,50,46
ZNF587,91,180,71,253,88,84,52,59
ZNF587B,47,132,45,174,82,46,40,31
ZNF589,61,191,47,382,105,116,58,62
ZNF592,346,646,141,585,411,343,221,359
ZNF593,14,26,5,36,17,12,4,9
ZNF594,20,48,10,125,17,25,5,14
ZNF595,28,44,25,77,52,41,11,32
ZNF596,14,31,6,32,14,15,2,6
ZNF597,21,47,9,44,21,21,12,18
ZNF598,122,175,63,175,128,101,58,92
ZNF599,22,24,26,60,23,22,13,21
ZNF600,246,481,110,326,175,188,49,88
ZNF605,81,191,74,284,91,72,60,62
ZNF606,26,65,21,96,30,31,11,21
ZNF607,18,38,12,76,29,24,8,11
ZNF608,18,59,21,87,42,7,8,18
ZNF609,646,1043,391,1728,561,718,309,657
ZNF610,15,10,2,23,17,13,2,9
ZNF611,182,315,101,458,149,220,81,114
ZNF613,21,69,7,95,32,64,30,11
ZNF614,22,111,26,165,75,71,35,20
ZNF615,45,150,27,198,78,69,26,28
ZNF616,31,118,16,148,48,69,20,23
ZNF618,54,32,36,97,59,38,33,83
ZNF619,33,81,16,71,49,39,15,35
ZNF620,16,39,17,64,28,56,26,23
ZNF621,106,290,85,410,135,139,77,72
ZNF622,420,683,196,860,515,327,167,268
ZNF623,77,210,45,281,157,153,50,49
ZNF624,52,127,27,174,70,55,30,30
ZNF625,3,3,3,10,3,7,5,9
ZNF626,40,119,36,112,36,35,22,26
ZNF627,30,65,13,67,29,30,14,24
ZNF628,24,38,9,48,10,8,11,25
ZNF629,42,64,14,81,24,59,10,62
ZNF630,8,23,5,34,8,17,3,8
ZNF638,910,1876,558,3312,1195,1112,661,719
ZNF639,342,475,230,931,265,235,142,208
ZNF641,263,538,146,591,326,283,173,323
ZNF644,478,772,255,1367,384,451,339,460
ZNF645,0,0,0,1,0,2,1,1
ZNF646,98,237,55,195,150,100,67,56
ZNF648,0,3,0,3,2,0,0,2
ZNF649,24,54,13,79,31,36,10,33
ZNF652,584,1268,387,1396,571,423,342,651
ZNF653,19,53,9,60,28,13,15,14
ZNF654,214,410,136,665,202,250,118,142
ZNF655,666,1225,462,1735,620,557,396,665
ZNF658,15,46,11,80,21,33,19,18
ZNF66,28,41,26,73,20,29,8,17
ZNF660,12,18,5,28,18,16,6,12
ZNF662,13,5,11,36,7,10,7,13
ZNF664,306,846,205,1036,621,359,123,250
ZNF665,11,32,5,30,8,14,5,9
ZNF667,10,13,6,29,12,11,4,20
ZNF667-AS1,6,12,5,14,16,8,1,14
ZNF668,46,111,15,106,60,29,33,59
ZNF669,77,119,56,168,54,41,32,72
ZNF670,13,27,6,28,19,14,8,7
ZNF671,28,74,35,144,85,50,28,27
ZNF672,75,226,33,305,140,110,76,127
ZNF674,25,73,8,83,37,23,21,18
ZNF674-AS1,26,43,20,53,18,14,7,31
ZNF675,53,176,49,295,77,102,36,50
ZNF676,2,5,2,9,1,4,5,4
ZNF677,27,70,21,87,32,41,31,44
ZNF678,67,177,74,260,97,88,31,46
ZNF679,3,3,0,1,1,0,0,0
ZNF680,22,75,25,107,31,45,36,18
ZNF681,13,50,22,114,37,47,16,16
ZNF682,24,25,26,28,18,16,10,13
ZNF683,175,260,15,148,49,2,22,39
ZNF684,55,69,17,96,42,37,37,36
ZNF687,156,272,75,189,160,129,84,139
ZNF688,187,298,104,303,153,123,61,166
ZNF689,120,246,75,382,140,132,118,133
ZNF69,17,39,15,46,12,24,14,14
ZNF691,19,57,12,64,36,31,12,14
ZNF692,75,203,58,274,126,195,49,51
ZNF695,0,6,0,3,4,3,2,4
ZNF696,22,55,8,82,38,17,15,14
ZNF697,23,69,2,27,36,13,15,27
ZNF699,45,104,19,107,30,31,18,22
ZNF7,107,220,64,280,140,119,72,131
ZNF70,23,29,12,54,24,20,11,20
ZNF700,98,150,59,202,58,77,58,68
ZNF701,71,167,41,149,71,82,33,30
ZNF703,60,78,14,75,23,2,13,281
ZNF704,15,19,10,35,13,7,7,24
ZNF705A,2,1,0,1,1,2,0,3
ZNF705B,0,3,0,1,0,1,2,2
ZNF705G,2,3,1,3,1,1,0,2
ZNF706,423,1063,273,1258,639,466,246,438
ZNF707,73,99,21,121,65,57,36,46
ZNF708,104,219,110,395,85,142,80,83
ZNF709,17,46,17,65,15,18,10,16
ZNF71,58,100,42,152,45,51,27,64
ZNF710,92,168,34,153,108,45,61,128
ZNF711,37,44,40,131,41,17,9,35
ZNF713,14,16,5,52,9,6,6,31
ZNF714,121,264,94,260,187,152,82,69
ZNF716,6,4,1,8,5,3,4,13
ZNF717,14,38,13,55,19,29,12,20
ZNF718,30,74,34,151,68,42,15,43
ZNF720,97,283,113,524,127,124,69,78
ZNF721,187,647,184,994,252,252,155,142
ZNF724P,17,41,10,78,25,23,19,12
ZNF726,19,30,16,60,14,21,9,29
ZNF727,5,7,4,7,6,9,4,5
ZNF728,1,4,0,3,1,1,2,3
ZNF729,2,3,1,3,3,0,2,1
ZNF730,2,4,0,7,6,3,0,3
ZNF732,2,3,2,7,2,1,2,0
ZNF736,77,129,52,167,67,102,37,77
ZNF737,41,155,43,177,62,86,17,19
ZNF738,25,43,19,77,23,31,17,25
ZNF74,51,82,30,148,55,61,30,33
ZNF740,111,317,115,367,176,192,120,109
ZNF746,202,426,90,346,169,115,100,174
ZNF747,45,117,27,105,56,54,37,69
ZNF749,10,24,10,42,28,19,7,4
ZNF750,3,4,1,5,3,0,0,6
ZNF75A,178,377,180,644,193,153,94,140
ZNF75D,158,403,91,353,171,164,95,98
ZNF76,149,276,139,373,196,132,88,156
ZNF761,85,151,38,169,100,72,47,62
ZNF763,24,33,15,36,9,13,7,27
ZNF764,25,74,21,104,39,46,28,33
ZNF765,68,158,38,159,99,73,30,45
ZNF766,209,378,123,553,202,219,111,123
ZNF768,25,58,17,72,42,21,23,35
ZNF77,25,44,11,79,25,22,19,46
ZNF770,146,469,138,889,313,258,105,134
ZNF771,8,21,10,37,16,21,12,11
ZNF772,15,53,10,41,29,42,10,13
ZNF773,13,38,21,84,40,49,20,35
ZNF774,16,18,3,19,9,13,8,14
ZNF775,57,146,46,295,113,126,53,38
